RLC1 EMBEDDED CONSTANTS AUDIT — score_claim=false
Scope: every numeric literal in the six changed receiver source files (all lines, including inherited portions). Archive bytes are counted, not code.
Content-selected config is exactly19 bytes: class=1; low=128; high=320; history=16; priorDen=4; minCount=4; residualMax=36; slopeMax=2; widthDen=2; widthMultiplier=3; spanMax=24; bins=0,1,2,4,8,16. It is loaded from RLC1 rider bytes45..63. Forty signed fitted weights occupy bytes5..44; version is byte4. Native sees parsed config only. No TC4 class/map selectors are present in this candidate.
A source literal can equal a selected value without supplying it: e.g.255 is uint8 bound;2 is proven slope-domain ceiling, while the actual slope comes from cfg[7]. Those constants enforce arithmetic safety and cannot reconstruct a selected geometry choice.
New generic arithmetic predeclared before pricing: public shape384x512/K5; HPAC64-cell slots and190 groups; six moment coordinates; Q16=65536; integer root's2-bit shifts, nearest-even half/unit, int64/int128 bounds; binary packing offsets and format/version tags. C cfg indices0..16 label serialized fields, never values.
Inherited literals: exact same source line occurs in move40's same relative file. Their provenance is the immutable move40 format/receiver, with its compliance adjudication by MAIN; no claim of freshly auditing all inherited mechanisms. Inherited mixer lines map to tc3 adaptive receiver algorithm (KT half-count smoothing, ratio clip1/16..16, fixed-log arithmetic, weights/state dimensions); its fitted weights stay counted.
Pins in inflate.py are non-reconstructive archive identity metadata. Proof BLAS1/4 and advisory mode are environmental test controls; normal runtime remains CUDA/T4-declared.
No scorer, GT, source-video, absolute external imports, learned table or per-frame content is added to receiver code. All data-derived scalars are in archive.zip.

LITERAL CENSUS
inflate.py:19 literal=180173 | GENERIC archive integrity pin or explicit proof/device/thread control | ARCHIVE_BYTES = 180173
experiments/ddm_rlc1_reference.py:121 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | starts = prior_slots & ~np.concatenate((np.zeros((H, SLOTS, 1), dtype=bool), prior_slots[:, :, :-1]), axis=2)
experiments/ddm_rlc1_reference.py:121 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | starts = prior_slots & ~np.concatenate((np.zeros((H, SLOTS, 1), dtype=bool), prior_slots[:, :, :-1]), axis=2)
experiments/ddm_rlc1_reference.py:121 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | starts = prior_slots & ~np.concatenate((np.zeros((H, SLOTS, 1), dtype=bool), prior_slots[:, :, :-1]), axis=2)
experiments/ddm_rlc1_reference.py:122 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | self.ambiguous_prior = starts.sum(axis=2) > 1
experiments/ddm_rlc1_reference.py:122 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | self.ambiguous_prior = starts.sum(axis=2) > 1
experiments/ddm_rlc1_reference.py:124 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | self.hi = np.full((H, SLOTS), -1, dtype=np.int64)
experiments/ddm_rlc1_reference.py:125 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | self.group = 0
experiments/ddm_rlc1_reference.py:145 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | gap = ((known < K) & (known != config.class_id) & (xx > self.lo[:, :, None]) & (xx < self.hi[:, :, None])).any(axis=2)
experiments/ddm_rlc1_reference.py:147 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | bad = _window((gap | wide | self.ambiguous_prior)[None].astype(np.int64), config.window)[0] != 0
experiments/ddm_rlc1_reference.py:147 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | bad = _window((gap | wide | self.ambiguous_prior)[None].astype(np.int64), config.window)[0] != 0
experiments/ddm_rlc1_reference.py:149 literal=8 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | result = np.full(len(positions), 8, dtype=np.uint8)
experiments/ddm_rlc1_reference.py:164 literal=7 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | result[index] = 7
experiments/ddm_rlc1_reference.py:172 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if np.any(symbols < 0) or np.any(symbols >= K):
experiments/ddm_rlc1_reference.py:181 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | self.group += 1
experiments/ddm_rlc1_reference_controls.py:19 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | sys.path.insert(0, str(REPO))
experiments/ddm_rlc1_reference_controls.py:30 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | temporary.write_text(json.dumps(value, indent=2) + '\n')
experiments/ddm_rlc1_reference_controls.py:43 literal=20260910 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | frames = sorted(np.random.default_rng(20260910).choice(600, 32, replace=False).tolist())
experiments/ddm_rlc1_reference_controls.py:43 literal=32 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | frames = sorted(np.random.default_rng(20260910).choice(600, 32, replace=False).tolist())
experiments/ddm_rlc1_reference_controls.py:43 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | frames = sorted(np.random.default_rng(20260910).choice(600, 32, replace=False).tolist())
experiments/ddm_rlc1_reference_controls.py:44 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=128 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=24 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=320 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=36 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:44 literal=8 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | config = CONFIG_STRUCT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_reference_controls.py:45 literal=20260910 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | bound = {'sources': facts, 'frames': frames, 'seed': 20260910, 'field_sha256': sha(FIELD), 'config_hex': config.hex()}
experiments/ddm_rlc1_reference_controls.py:55 literal=384 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(FIELD, mode='r', dtype=np.uint8, shape=(600, 384, 512))
experiments/ddm_rlc1_reference_controls.py:55 literal=512 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(FIELD, mode='r', dtype=np.uint8, shape=(600, 384, 512))
experiments/ddm_rlc1_reference_controls.py:55 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(FIELD, mode='r', dtype=np.uint8, shape=(600, 384, 512))
experiments/ddm_rlc1_reference_controls.py:67 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | previous = None if frame == 0 else field[frame - 1]
experiments/ddm_rlc1_reference_controls.py:67 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | previous = None if frame == 0 else field[frame - 1]
experiments/ddm_rlc1_reference_controls.py:69 literal=384 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | native_bins, reference_bins = np.empty((384, 512), np.uint8), np.empty((384, 512), np.uint8)
experiments/ddm_rlc1_reference_controls.py:69 literal=384 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | native_bins, reference_bins = np.empty((384, 512), np.uint8), np.empty((384, 512), np.uint8)
experiments/ddm_rlc1_reference_controls.py:69 literal=512 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | native_bins, reference_bins = np.empty((384, 512), np.uint8), np.empty((384, 512), np.uint8)
experiments/ddm_rlc1_reference_controls.py:69 literal=512 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | native_bins, reference_bins = np.empty((384, 512), np.uint8), np.empty((384, 512), np.uint8)
experiments/ddm_rlc1_reference_controls.py:84 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | receipt = {'frame': frame, 'positions': native_bins.size, 'equal': mismatches == 0, 'mismatches': mismatches, 'wall_s': time.monotonic() - start, 'arrays': rows, 'concurrency': {'control_processes': 1, 'operator_note': args.concurrency_note}, 'score_claim': False, 'axis': '[macOS-CPU advisory / geometry parity only]'}
experiments/ddm_rlc1_reference_controls.py:84 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | receipt = {'frame': frame, 'positions': native_bins.size, 'equal': mismatches == 0, 'mismatches': mismatches, 'wall_s': time.monotonic() - start, 'arrays': rows, 'concurrency': {'control_processes': 1, 'operator_note': args.concurrency_note}, 'score_claim': False, 'axis': '[macOS-CPU advisory / geometry parity only]'}
experiments/ddm_rlc1_reference_controls.py:89 literal=384 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | atomic_json(root / 'complete.json', {'complete': True, 'frames': frames, 'position_count': len(frames) * 384 * 512, 'score_claim': False, 'build_command': command, 'library_sha256': sha(library)})
experiments/ddm_rlc1_reference_controls.py:89 literal=512 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | atomic_json(root / 'complete.json', {'complete': True, 'frames': frames, 'position_count': len(frames) * 384 * 512, 'score_claim': False, 'build_command': command, 'library_sha256': sha(library)})
experiments/ddm_rlc1_resume_smoke.py:19 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | REPO = Path(__file__).resolve().parents[1]
experiments/ddm_rlc1_resume_smoke.py:20 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | sys.path[:0] = [str(REPO), str(REPO / "src")]
experiments/ddm_rlc1_resume_smoke.py:94 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if child.returncode == 0 or "TC1_RECEIVER_STAGE_COMPLETE" not in (work / "run.log").read_text():
experiments/ddm_rlc1_resume_smoke.py:97 literal=26 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if after["frame"] != 26 or after["binding"] != before["binding"]:
experiments/ddm_rlc1_resume_smoke.py:103 literal=384 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(source_field, mode="r", dtype=np.uint8, shape=(600, 384, 512))
experiments/ddm_rlc1_resume_smoke.py:103 literal=512 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(source_field, mode="r", dtype=np.uint8, shape=(600, 384, 512))
experiments/ddm_rlc1_resume_smoke.py:103 literal=600 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | field = np.memmap(source_field, mode="r", dtype=np.uint8, shape=(600, 384, 512))
experiments/ddm_rlc1_resume_smoke.py:105 literal=26 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | np.testing.assert_array_equal(data["tokens"], field[:26])
experiments/ddm_rlc1_resume_smoke.py:109 literal=25 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "from_frame": 25,
experiments/ddm_rlc1_resume_smoke.py:110 literal=26 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | "to_frame": 26,
experiments/ddm_rlc1_run.py:20 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | REPO = Path(__file__).resolve().parents[1]
experiments/ddm_rlc1_run.py:21 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | sys.path[:0] = [str(REPO), str(REPO / "src")]
experiments/ddm_rlc1_run.py:37 literal=20260910 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | SEED = 20260910
experiments/ddm_rlc1_run.py:44 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | def storage(need=0):
experiments/ddm_rlc1_run.py:46 literal=1024 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + need > 8 * 1024**3 or shutil.disk_usage(ROOT).free < need + 16 * 1024**3:
experiments/ddm_rlc1_run.py:46 literal=1024 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + need > 8 * 1024**3 or shutil.disk_usage(ROOT).free < need + 16 * 1024**3:
experiments/ddm_rlc1_run.py:46 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + need > 8 * 1024**3 or shutil.disk_usage(ROOT).free < need + 16 * 1024**3:
experiments/ddm_rlc1_run.py:46 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + need > 8 * 1024**3 or shutil.disk_usage(ROOT).free < need + 16 * 1024**3:
experiments/ddm_rlc1_run.py:46 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + need > 8 * 1024**3 or shutil.disk_usage(ROOT).free < need + 16 * 1024**3:
experiments/ddm_rlc1_run.py:46 literal=8 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | if used + need > 8 * 1024**3 or shutil.disk_usage(ROOT).free < need + 16 * 1024**3:
experiments/ddm_rlc1_run.py:86 literal=1024 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | storage(128 * 1024**2)
experiments/ddm_rlc1_run.py:86 literal=128 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | storage(128 * 1024**2)
experiments/ddm_rlc1_run.py:86 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | storage(128 * 1024**2)
experiments/ddm_rlc1_run.py:101 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=128 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=16 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=2 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=24 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=3 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=320 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=36 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=4 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:101 literal=8 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | cfg = geo.FORMAT.pack(1, 128, 320, 16, 4, 4, 36, 2, 2, 3, 24, 0, 1, 2, 4, 8, 16)
experiments/ddm_rlc1_run.py:104 literal=1 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | blob(ROOT / "retained/config.bin", bytes([1]) + old + fitted + cfg)
experiments/ddm_rlc1_run.py:145 literal=0 | OFFLINE producer/reference/control; not shipped in receiver. Public geometry/indexing or fixed test/format/storage arithmetic; actual video-selected config/weights are counted as described above. | start, state = 0, None
